Date,Home,Away,Score,Referee
2022-10-30,Kayserispor,Adana Demirspor,2–2,Volkan Bayarslan
2022-10-30,İstanbulspor,Fenerbahçe,2–5,Mustafa Kürşad Filiz
2022-10-31,Başakşehir,Giresunspor,3–1,Mert Güzenge
2022-10-31,Sivasspor,Antalyaspor,0–2,Mete Kalkavan
2022-11-04,Ümraniyespor,Alanyaspor,3–1,Ali Şansalan
2022-11-04,Kasımpaşa,Ankaragücü,1–1,Umit Öztürk
2022-11-05,Giresunspor,İstanbulspor,3–2,Sarper Barış Saka
2022-11-05,Galatasaray,Beşiktaş,2–1,Halil Umut Meler
2022-11-06,Gaziantep FK,Kayserispor,1–2,Erkan Özdamar
2022-11-06,Antalyaspor,Fatih Karagümrük,4–2,Abdulkadir Bitigen
2022-11-06,Trabzonspor,Konyaspor,2–2,Zorbay Küçük
2022-11-07,Hatayspor,Başakşehir,3–3,Suat Arslanboga
2022-11-07,Fenerbahçe,Sivasspor,1–0,Hüseyin Göçek
2022-11-11,Alanyaspor,Adana Demirspor,0–0,Çağdaş Altay
2022-11-11,Ankaragücü,Trabzonspor,1–1,Mete Kalkavan
2022-11-12,Sivasspor,Ümraniyespor,2–2,Yaşar Kemal Uğurlu
2022-11-12,Fenerbahçe,Giresunspor,1–2,Arda Kardeşler
2022-11-12,Başakşehir,Galatasaray,0–7,Atilla Karaoğlan
2022-11-13,Fatih Karagümrük,Gaziantep FK,3–3,Mustafa Kürşad Filiz
2022-11-13,İstanbulspor,Hatayspor,0–1,Mert Güzenge
2022-11-13,Kayserispor,Konyaspor,1–2,Kadir Sağlam
2022-12-23,Antalyaspor,Ankaragücü,0–2,Ali Şansalan
2022-12-23,Ümraniyespor,Başakşehir,1–3,Arda Kardeşler
2022-12-24,Hatayspor,Giresunspor,1–1,Mete Kalkavan
2022-12-24,Kasımpaşa,Sivasspor,1–2,Sarper Barış Saka
2022-12-24,Trabzonspor,Fenerbahçe,2–0,Halil Umut Meler
2022-12-25,Adana Demirspor,Fatih Karagümrük,2–1,Erkan Özdamar
2022-12-25,Konyaspor,Alanyaspor,2–2,Bahattin Şimşek
2022-12-25,Gaziantep FK,Beşiktaş,1–1,Atilla Karaoğlan
2022-12-25,Galatasaray,İstanbulspor,2–1,Abdulkadir Bitigen
2022-12-27,Başakşehir,Antalyaspor,2–0,Halil Umut Meler
2022-12-27,Ankaragücü,Ümraniyespor,1–2,Mustafa Kürşad Filiz
2022-12-27,Fenerbahçe,Hatayspor,4–0,Sarper Barış Saka
2022-12-28,Alanyaspor,Kayserispor,3–1,Tugay Kaan Numanoğlu
2022-12-28,İstanbulspor,Kasımpaşa,2–1,Suat Arslanboga
2022-12-28,Fatih Karagümrük,Trabzonspor,4–1,Umit Öztürk
2022-12-29,Giresunspor,Gaziantep FK,2–1,Zorbay Küçük
2022-12-29,Sivasspor,Galatasaray,1–2,Erkan Özdamar
2022-12-29,Beşiktaş,Adana Demirspor,1–0,Ali Şansalan
2023-01-03,Ümraniyespor,Hatayspor,2–2,Hüseyin Göçek
2023-01-03,Antalyaspor,Fenerbahçe,1–2,Kadir Sağlam
2023-01-04,Kayserispor,Fatih Karagümrük,2–4,Suat Arslanboga
2023-01-04,Kasımpaşa,Alanyaspor,4–1,Yasin Kol
2023-01-04,Konyaspor,Sivasspor,2–2,Umit Öztürk
2023-01-04,Galatasaray,Ankaragücü,2–1,Zorbay Küçük
2023-01-05,Gaziantep FK,Başakşehir,1–1,Abdulkadir Bitigen
2023-01-05,Trabzonspor,Giresunspor,3–0,Ali Palabıyık
2023-01-05,Adana Demirspor,İstanbulspor,6–0,Mete Kalkavan
2023-01-07,Hatayspor,Antalyaspor,0–0,Yasin Kol
2023-01-07,Beşiktaş,Kasımpaşa,2–1,Zorbay Küçük
2023-01-08,Fatih Karagümrük,Konyaspor,3–3,Kadir Sağlam
2023-01-08,Ankaragücü,Kayserispor,2–1,Umit Öztürk
2023-01-08,Giresunspor,Ümraniyespor,0–1,Sarper Barış Saka
2023-01-08,Fenerbahçe,Galatasaray,0–3,Halil Umut Meler
2023-01-09,Başakşehir,Adana Demirspor,2–1,Arda Kardeşler
2023-01-09,İstanbulspor,Gaziantep FK,1–1,Burak Şeker
2023-01-09,Alanyaspor,Trabzonspor,5–0,Mustafa Kürşad Filiz
2023-01-13,Kayserispor,Sivasspor,4–1,Arda Kardeşler
2023-01-13,Galatasaray,Hatayspor,4–0,Kadir Sağlam
2023-01-14,Antalyaspor,Giresunspor,2–2,Yaşar Kemal Uğurlu
2023-01-14,Konyaspor,Beşiktaş,1–2,Abdulkadir Bitigen
2023-01-14,Adana Demirspor,Ankaragücü,3–1,Burak Şeker
2023-01-14,Trabzonspor,Başakşehir,1–0,Ali Şansalan
2023-01-15,Ümraniyespor,İstanbulspor,0–2,Ali Palabıyık
2023-01-15,Kasımpaşa,Fatih Karagümrük,2–2,Çağdaş Altay
2023-01-15,Gaziantep FK,Fenerbahçe,1–2,Mustafa Kürşad Filiz
2023-01-20,Adana Demirspor,Giresunspor,1–1,Yasin Kol
2023-01-21,Kasımpaşa,Başakşehir,1–3,Turgut Doman
2023-01-21,Galatasaray,Antalyaspor,2–1,Ali Şansalan
2023-01-22,Gaziantep FK,Sivasspor,1–2,Cihan Aydın
2023-01-22,Kayserispor,Beşiktaş,0–2,Mete Kalkavan
2023-01-22,Alanyaspor,Fatih Karagümrük,2–2,Burak Pakkan
2023-01-22,Trabzonspor,İstanbulspor,4–0,Arda Kardeşler
2023-01-23,Konyaspor,Ankaragücü,0–1,Murat Erdoğan
2023-01-23,Ümraniyespor,Fenerbahçe,1–2,Abdulkadir Bitigen
2023-01-27,Beşiktaş,Alanyaspor,3–0,Yaşar Kemal Uğurlu
2023-01-28,Sivasspor,Adana Demirspor,1–2,Burak Pakkan
2023-01-28,Ankaragücü,Gaziantep FK,0–2,Mert Güzenge
2023-01-28,Hatayspor,Trabzonspor,2–1,Zorbay Küçük
2023-01-28,Giresunspor,Galatasaray,0–4,Bahattin Şimşek
2023-01-28,Antalyaspor,Ümraniyespor,3–2,Direnç Tonusluoğlu
2023-01-29,İstanbulspor,Kayserispor,2–4,Murat Erdoğan
2023-01-29,Fenerbahçe,Kasımpaşa,5–1,Volkan Bayarslan
2023-01-29,Başakşehir,Konyaspor,2–0,Suat Arslanboga
2023-01-31,Alanyaspor,Sivasspor,0–3,Yiğit Arslan
2023-01-31,Fatih Karagümrük,Beşiktaş,1–1,Ali Şansalan
2023-02-01,Gaziantep FK,Hatayspor,4–1,Tugay Kaan Numanoğlu
2023-02-01,Kasımpaşa,Giresunspor,5–1,Hüseyin Göçek
2023-02-01,Trabzonspor,Antalyaspor,2–0,Mete Kalkavan
2023-02-01,Galatasaray,Ümraniyespor,3–2,Cihan Aydın
2023-02-02,Konyaspor,İstanbulspor,0–1,Umit Öztürk
2023-02-02,Kayserispor,Başakşehir,1–0,Kadir Sağlam
2023-02-02,Adana Demirspor,Fenerbahçe,1–1,Ali Palabıyık
2023-02-04,Ankaragücü,Fatih Karagümrük,0–2,Arda Kardeşler
2023-02-04,Sivasspor,Beşiktaş,1–0,Zorbay Küçük
2023-02-04,Antalyaspor,Gaziantep FK,1–0,Burak Pakkan
2023-02-05,İstanbulspor,Alanyaspor,2–1,Abdulkadir Bitigen
2023-02-05,Hatayspor,Kasımpaşa,1–0,Murat Erdoğan
2023-02-05,Galatasaray,Trabzonspor,2–1,Halil Umut Meler
2023-02-25,Giresunspor,Kayserispor,1–2,Ali Şansalan
2023-02-25,Fenerbahçe,Konyaspor,4–0,Halil Umut Meler
2023-02-26,Ümraniyespor,Adana Demirspor,1–1,Atilla Karaoğlan
2023-02-26,Beşiktaş,Antalyaspor,0–0,Abdulkadir Bitigen
2023-03-03,Alanyaspor,Başakşehir,1–0,Zorbay Küçük
2023-03-04,Fatih Karagümrük,Sivasspor,4–3,Umit Öztürk
2023-03-04,Trabzonspor,Ümraniyespor,1–2,Kadir Sağlam
2023-03-04,Kayserispor,Fenerbahçe,1–2,Atilla Karaoğlan
2023-03-05,Adana Demirspor,Hatayspor,3–0,
2023-03-05,Gaziantep FK,Galatasaray,0–3,
2023-03-05,Konyaspor,Giresunspor,0–0,Erkan Özdamar
2023-03-05,Beşiktaş,Ankaragücü,2–1,Volkan Bayarslan
2023-03-06,Kasımpaşa,Antalyaspor,3–1,Cihan Aydın
2023-03-10,Giresunspor,Fatih Karagümrük,2–2,Kadir Sağlam
2023-03-11,Antalyaspor,Kayserispor,4–0,Volkan Bayarslan
2023-03-11,Galatasaray,Kasımpaşa,1–0,Atilla Karaoğlan
2023-03-12,Ümraniyespor,Gaziantep FK,3–0,
2023-03-12,Hatayspor,Konyaspor,0–3,
2023-03-12,Ankaragücü,Alanyaspor,2–0,Ali Şansalan
2023-03-12,Trabzonspor,Adana Demirspor,4–1,Abdulkadir Bitigen
2023-03-12,Başakşehir,Beşiktaş,0–2,Mete Kalkavan
2023-03-13,İstanbulspor,Sivasspor,3–0,Halil Umut Meler
2023-03-17,Konyaspor,Galatasaray,2–1,Zorbay Küçük
2023-03-18,Kasımpaşa,Ümraniyespor,1–1,Mustafa Kürşad Filiz
2023-03-18,Adana Demirspor,Antalyaspor,2–0,Bahattin Şimşek
2023-03-18,Beşiktaş,İstanbulspor,3–1,Ali Şansalan
2023-03-19,Kayserispor,Hatayspor,3–0,
2023-03-19,Gaziantep FK,Trabzonspor,0–3,
2023-03-19,Sivasspor,Ankaragücü,2–0,Suat Arslanboga
2023-03-19,Fatih Karagümrük,Başakşehir,2–2,Tugay Kaan Numanoğlu
2023-03-19,Alanyaspor,Fenerbahçe,1–3,Mete Kalkavan
2023-04-01,Başakşehir,Ankaragücü,1–0,Abdulkadir Bitigen
2023-04-01,Trabzonspor,Kayserispor,3–4,Erkan Özdamar
2023-04-01,Galatasaray,Adana Demirspor,2–0,Ali Şansalan
2023-04-02,Gaziantep FK,Kasımpaşa,0–3,
2023-04-02,Hatayspor,Sivasspor,0–3,
2023-04-02,Ümraniyespor,Konyaspor,2–2,Arda Kardeşler
2023-04-02,Giresunspor,Alanyaspor,2–2,Turgut Doman
2023-04-02,Fenerbahçe,Beşiktaş,2–4,Halil Umut Meler
2023-04-03,İstanbulspor,Fatih Karagümrük,0–1,Atilla Karaoğlan
2023-04-07,Konyaspor,Antalyaspor,1–1,Direnç Tonusluoğlu
2023-04-08,Ankaragücü,İstanbulspor,3–2,Mustafa Kürşad Filiz
2023-04-08,Kasımpaşa,Trabzonspor,2–0,Burak Şeker
2023-04-09,Alanyaspor,Hatayspor,3–0,
2023-04-09,Adana Demirspor,Gaziantep FK,3–0,
2023-04-09,Sivasspor,Başakşehir,1–1,Arda Kardeşler
2023-04-09,Beşiktaş,Giresunspor,3–1,Atilla Karaoğlan
2023-04-10,Kayserispor,Ümraniyespor,3–1,Zorbay Küçük
2023-04-10,Fatih Karagümrük,Fenerbahçe,1–2,Abdulkadir Bitigen
2023-04-14,Galatasaray,Kayserispor,6–0,Mustafa Kürşad Filiz
2023-04-14,Antalyaspor,Alanyaspor,3–1,Tugay Kaan Numanoğlu
2023-04-15,Adana Demirspor,Kasımpaşa,5–0,Umit Öztürk
2023-04-15,İstanbulspor,Başakşehir,1–0,Mert Güzenge
2023-04-15,Fenerbahçe,Ankaragücü,2–1,Atilla Karaoğlan
2023-04-16,Gaziantep FK,Konyaspor,0–3,
2023-04-16,Hatayspor,Fatih Karagümrük,0–3,
2023-04-16,Giresunspor,Sivasspor,1–0,Yaşar Kemal Uğurlu
2023-04-16,Trabzonspor,Beşiktaş,0–0,Volkan Bayarslan
2023-04-18,Fatih Karagümrük,Ümraniyespor,4–2,Ali Şansalan
2023-04-18,Alanyaspor,Galatasaray,1–4,Abdulkadir Bitigen
2023-04-19,Beşiktaş,Hatayspor,3–0,
2023-04-19,Kayserispor,Kasımpaşa,0–0,Hüseyin Göçek
2023-04-19,İstanbulspor,Antalyaspor,3–3,Yiğit Arslan
2023-04-19,Başakşehir,Fenerbahçe,1–2,Suat Arslanboga
2023-04-19,Konyaspor,Adana Demirspor,1–2,Sarper Barış Saka
2023-04-20,Ankaragücü,Giresunspor,3–1,Halil Umut Meler
2023-04-20,Sivasspor,Trabzonspor,4–1,Bahattin Şimşek
2023-04-22,Ümraniyespor,Beşiktaş,0–2,Cihan Aydın
2023-04-23,Hatayspor,Ankaragücü,0–3,
2023-04-23,Gaziantep FK,Alanyaspor,0–3,
2023-04-23,Kasımpaşa,Konyaspor,1–2,Yasin Kol
2023-04-23,Adana Demirspor,Kayserispor,5–3,Direnç Tonusluoğlu
2023-04-23,Galatasaray,Fatih Karagümrük,3–3,Volkan Bayarslan
2023-04-24,Giresunspor,Başakşehir,2–4,Zorbay Küçük
2023-04-24,Fenerbahçe,İstanbulspor,3–3,Kadir Sağlam
2023-04-24,Antalyaspor,Sivasspor,1–2,Abdulkadir Bitigen
2023-04-28,Alanyaspor,Ümraniyespor,1–0,Yaşar Kemal Uğurlu
2023-04-29,Fatih Karagümrük,Antalyaspor,0–1,Halil Umut Meler
2023-04-29,Konyaspor,Trabzonspor,2–1,Cihan Aydın
2023-04-29,Ankaragücü,Kasımpaşa,0–0,Bahattin Şimşek
2023-04-29,Sivasspor,Fenerbahçe,1–3,Zorbay Küçük
2023-04-30,Başakşehir,Hatayspor,3–0,
2023-04-30,Kayserispor,Gaziantep FK,3–0,
2023-04-30,Beşiktaş,Galatasaray,3–1,Ali Şansalan
2023-05-01,İstanbulspor,Giresunspor,1–0,Mete Kalkavan
2023-05-06,Antalyaspor,Beşiktaş,1–3,Mete Kalkavan
2023-05-06,Adana Demirspor,Alanyaspor,4–2,Hüseyin Göçek
2023-05-07,Hatayspor,İstanbulspor,0–3,
2023-05-07,Gaziantep FK,Fatih Karagümrük,0–3,
2023-05-07,Ümraniyespor,Sivasspor,4–1,Burak Şeker
2023-05-07,Konyaspor,Kayserispor,2–2,Tugay Kaan Numanoğlu
2023-05-07,Giresunspor,Fenerbahçe,1–1,Bahattin Şimşek
2023-05-08,Galatasaray,Başakşehir,1–0,Halil Umut Meler
2023-05-08,Trabzonspor,Ankaragücü,2–0,Erkan Özdamar
2023-05-16,Sivasspor,Kasımpaşa,1–2,Ali Şansalan
2023-05-16,İstanbulspor,Galatasaray,0–2,Tugay Kaan Numanoğlu
2023-05-16,Alanyaspor,Konyaspor,0–3,Çağdaş Altay
2023-05-17,Beşiktaş,Gaziantep FK,3–0,
2023-05-17,Giresunspor,Hatayspor,3–0,
2023-05-17,Başakşehir,Ümraniyespor,1–1,Burak Pakkan
2023-05-17,Ankaragücü,Antalyaspor,1–1,Umit Öztürk
2023-05-17,Fatih Karagümrük,Adana Demirspor,2–3,Kadir Sağlam
2023-05-18,Fenerbahçe,Trabzonspor,3–1,Abdulkadir Bitigen
2023-05-20,Kasımpaşa,İstanbulspor,1–0,Yaşar Kemal Uğurlu
2023-05-20,Kayserispor,Alanyaspor,0–4,Yasin Kol
2023-05-20,Galatasaray,Sivasspor,2–0,Arda Kardeşler
2023-05-21,Hatayspor,Fenerbahçe,0–3,
2023-05-21,Gaziantep FK,Giresunspor,0–3,
2023-05-21,Ümraniyespor,Ankaragücü,1–2,Mete Kalkavan
2023-05-21,Antalyaspor,Başakşehir,0–0,Cihan Aydın
2023-05-21,Adana Demirspor,Beşiktaş,1–4,Mustafa Kürşad Filiz
2023-05-22,Trabzonspor,Fatih Karagümrük,4–1,Turgut Doman
2023-05-30,Başakşehir,Gaziantep FK,3–0,
2023-05-30,Hatayspor,Ümraniyespor,0–3,
2023-05-30,Fatih Karagümrük,Kayserispor,2–0,Murat Erdoğan
2023-05-30,İstanbulspor,Adana Demirspor,0–2,Umit Öztürk
2023-05-30,Fenerbahçe,Antalyaspor,2–0,Zorbay Küçük
2023-05-30,Sivasspor,Konyaspor,1–0,Bahattin Şimşek
2023-05-30,Giresunspor,Trabzonspor,2–4,Arda Kardeşler
2023-05-30,Alanyaspor,Kasımpaşa,1–3,Cihan Aydın
2023-05-30,Ankaragücü,Galatasaray,1–4,Volkan Bayarslan
2023-06-03,Gaziantep FK,İstanbulspor,0–3,
2023-06-03,Antalyaspor,Hatayspor,3–0,
2023-06-03,Konyaspor,Fatih Karagümrük,1–1,Yasin Kol
2023-06-03,Ümraniyespor,Giresunspor,0–1,Zorbay Küçük
2023-06-03,Kasımpaşa,Beşiktaş,2–5,Volkan Bayarslan
2023-06-03,Trabzonspor,Alanyaspor,5–1,Yaşar Kemal Uğurlu
2023-06-03,Adana Demirspor,Başakşehir,2–3,Erkan Özdamar
2023-06-03,Kayserispor,Ankaragücü,0–1,Cihan Aydın
2023-06-04,Galatasaray,Fenerbahçe,3–0,Abdulkadir Bitigen
2023-06-06,Fatih Karagümrük,Kasımpaşa,3–0,Burak Şeker
2023-06-06,Sivasspor,Kayserispor,1–1,Burak Pakkan
2023-06-06,Başakşehir,Trabzonspor,3–1,Bahattin Şimşek
2023-06-07,Fenerbahçe,Gaziantep FK,3–0,
2023-06-07,Hatayspor,Galatasaray,0–3,
2023-06-07,Ankaragücü,Adana Demirspor,1–2,Çağdaş Altay
2023-06-07,Beşiktaş,Konyaspor,3–3,Umit Öztürk
2023-06-07,Giresunspor,Antalyaspor,2–0,Kadir Sağlam
2023-06-07,İstanbulspor,Ümraniyespor,4–0,Cihan Aydın
2024-08-09,Galatasaray,Hatayspor,2–1,Turgut Doman
2024-08-10,Kasımpaşa,Konyaspor,2–3,Muhammetali Metoğlu
2024-08-10,Antalyaspor,Göztepe,0–0,Zorbay Küçük
2024-08-10,Fenerbahçe,Adana Demirspor,1–0,Atilla Karaoğlan
2024-08-11,Sivasspor,Trabzonspor,0–0,Cihan Aydın
2024-08-11,Samsunspor,Beşiktaş,0–2,Ali Şansalan
2024-08-11,Alanyaspor,Eyüpspor,1–1,Oğuzhan Çakir
2024-08-12,Rizespor,Başakşehir,1–1,Direnç Tonusluoğlu
2024-08-12,BB Bodrumspor,Gaziantep FK,0–1,Mehmet Türkmen
2024-08-16,Konyaspor,Galatasaray,1–2,Direnç Tonusluoğlu
2024-08-17,Kayserispor,Sivasspor,1–2,Turgut Doman
2024-08-17,Adana Demirspor,Rizespor,1–2,Cihan Aydın
2024-08-17,Göztepe,Fenerbahçe,2–2,Kadir Sağlam
2024-08-18,Başakşehir,Alanyaspor,4–2,Arda Kardeşler
2024-08-18,Gaziantep FK,Samsunspor,0–1,Emre Kargın
2024-08-18,Beşiktaş,Antalyaspor,4–2,Mehmet Türkmen
2024-08-19,Hatayspor,Kasımpaşa,1–1,Oğuzhan Çakir
2024-08-19,Eyüpspor,BB Bodrumspor,4–1,Halil Umut Meler
2024-08-23,Alanyaspor,Göztepe,1–1,Muhammetali Metoğlu
2024-08-24,Sivasspor,Eyüpspor,0–1,Zorbay Küçük
2024-08-24,BB Bodrumspor,Konyaspor,3–1,Çağdaş Altay
2024-08-25,Kasımpaşa,Adana Demirspor,2–2,Abdullah Taşkınsoy
2024-08-25,Rizespor,Fenerbahçe,0–5,Turgut Doman
2024-08-25,Antalyaspor,Hatayspor,3–2,Atilla Karaoğlan
2024-08-30,Fenerbahçe,Alanyaspor,3–0,Mehmet Türkmen
2024-08-31,Rizespor,Kasımpaşa,0–1,Ali Şansalan
2024-08-31,Konyaspor,Kayserispor,0–0,Emre Kargın
2024-08-31,Adana Demirspor,Galatasaray,1–5,Kadir Sağlam
2024-08-31,Göztepe,BB Bodrumspor,2–0,Abdullah Taşkınsoy
2024-09-01,Eyüpspor,Trabzonspor,0–0,Atilla Karaoğlan
2024-09-01,Başakşehir,Antalyaspor,5–2,Oğuzhan Çakir
2024-09-01,Hatayspor,Samsunspor,0–3,Cihan Aydın
2024-09-01,Beşiktaş,Sivasspor,2–0,Direnç Tonusluoğlu
2024-09-14,Samsunspor,Konyaspor,0–1,Oğuzhan Çakir
2024-09-14,Sivasspor,Gaziantep FK,3–2,Muhammetali Metoğlu
2024-09-14,Galatasaray,Rizespor,5–0,Arda Kardeşler
2024-09-14,BB Bodrumspor,Başakşehir,0–1,Zorbay Küçük
2024-09-15,Kasımpaşa,Fenerbahçe,0–2,Halil Umut Meler
2024-09-15,Kayserispor,Eyüpspor,2–2,Ömer Tolga Güldibi
2024-09-15,Trabzonspor,Beşiktaş,1–1,Ali Şansalan
2024-09-15,Alanyaspor,Hatayspor,0–0,Ozan Ergün
2024-09-16,Antalyaspor,Adana Demirspor,2–1,Yasin Kol
2024-09-17,Galatasaray,Gaziantep FK,3–1,Cihan Aydın
2024-09-18,Samsunspor,Başakşehir,2–0,Direnç Tonusluoğlu
2024-09-19,Trabzonspor,Kayserispor,2–2,Mehmet Türkmen
2024-09-20,Hatayspor,BB Bodrumspor,0–1,Umit Öztürk
2024-09-21,Konyaspor,Sivasspor,0–0,Yasin Kol
2024-09-21,Fenerbahçe,Galatasaray,1–3,Atilla Karaoğlan
2024-09-22,Rizespor,Samsunspor,0–1,Kadir Sağlam
2024-09-22,Kasımpaşa,Antalyaspor,0–0,Burak Pakkan
2024-09-22,Beşiktaş,Eyüpspor,2–1,Zorbay Küçük
2024-09-22,Adana Demirspor,Alanyaspor,0–2,Emre Kargın
2024-09-23,Gaziantep FK,Trabzonspor,0–0,Volkan Bayarslan
2024-09-23,Göztepe,Kayserispor,3–0,Ozan Ergün
2024-09-27,Sivasspor,Başakşehir,1–2,Çağdaş Altay
2024-09-28,Samsunspor,Göztepe,4–3,Mehmet Türkmen
2024-09-28,Alanyaspor,Rizespor,1–0,Abdullah Taşkınsoy
2024-09-28,Galatasaray,Kasımpaşa,3–3,Oğuzhan Çakir
2024-09-29,Eyüpspor,Gaziantep FK,3–2,Arda Kardeşler
2024-09-29,Trabzonspor,Konyaspor,3–2,Halil Umut Meler
2024-09-29,Antalyaspor,Fenerbahçe,0–2,Cihan Aydın
2024-09-29,BB Bodrumspor,Adana Demirspor,3–1,Turgut Doman
2024-09-30,Kayserispor,Beşiktaş,0–3,Atilla Karaoğlan
2024-10-04,Rizespor,Antalyaspor,2–1,Burak Pakkan
2024-10-05,Kasımpaşa,BB Bodrumspor,0–0,Direnç Tonusluoğlu
2024-10-05,Göztepe,Sivasspor,3–2,Ali Şansalan
2024-10-05,Başakşehir,Kayserispor,1–1,Yasin Kol
2024-10-05,Hatayspor,Trabzonspor,1–1,Kadir Sağlam
2024-10-06,Konyaspor,Eyüpspor,2–1,Erkan Özdamar
2024-10-06,Adana Demirspor,Samsunspor,1–3,Alper Akarsu
2024-10-06,Galatasaray,Alanyaspor,1–0,Mehmet Türkmen
2024-10-06,Gaziantep FK,Beşiktaş,1–1,Muhammetali Metoğlu
2024-10-19,Kayserispor,Gaziantep FK,2–2,Halil Umut Meler
2024-10-19,Trabzonspor,Başakşehir,1–0,Zorbay Küçük
2024-10-19,Antalyaspor,Galatasaray,0–3,Ali Şansalan
2024-10-19,Eyüpspor,Göztepe,1–0,Turgut Doman
2024-10-20,Sivasspor,Hatayspor,3–2,Mehmet Türkmen
2024-10-20,Beşiktaş,Konyaspor,2–0,Kadir Sağlam
2024-10-20,Samsunspor,Fenerbahçe,2–2,Muhammetali Metoğlu
2024-10-20,Alanyaspor,Kasımpaşa,1–2,Cihan Aydın
2024-10-21,BB Bodrumspor,Rizespor,0–1,Oğuzhan Çakir
2024-10-25,Adana Demirspor,Sivasspor,2–4,Atilla Karaoğlan
2024-10-26,Hatayspor,Kayserispor,0–1,Zorbay Küçük
2024-10-26,Kasımpaşa,Samsunspor,1–4,Çağdaş Altay
2024-10-26,Göztepe,Trabzonspor,2–1,Cihan Aydın
2024-10-27,Gaziantep FK,Konyaspor,3–1,Burak Pakkan
2024-10-27,Alanyaspor,Antalyaspor,1–2,Yasin Kol
2024-10-27,Fenerbahçe,BB Bodrumspor,2–0,Mehmet Türkmen
2024-10-28,Başakşehir,Eyüpspor,1–1,Abdullah Taşkınsoy
2024-10-28,Galatasaray,Beşiktaş,2–1,Arda Kardeşler
2024-11-01,Gaziantep FK,Göztepe,2–1,Kadir Sağlam
2024-11-02,Sivasspor,Rizespor,2–1,Cihan Aydın
2024-11-02,Kayserispor,Adana Demirspor,0–0,Muhammetali Metoğlu
2024-11-02,Beşiktaş,Kasımpaşa,1–3,Zorbay Küçük
2024-11-03,Konyaspor,Başakşehir,3–2,Emre Kargın
2024-11-03,Eyüpspor,Hatayspor,2–0,Yasin Kol
2024-11-03,BB Bodrumspor,Alanyaspor,0–0,Ali Şansalan
2024-11-03,Trabzonspor,Fenerbahçe,2–3,Oğuzhan Çakir
2024-11-04,Samsunspor,Antalyaspor,2–0,Direnç Tonusluoğlu
2024-11-08,Kasımpaşa,Kayserispor,1–2,Mehmet Türkmen
2024-11-09,Antalyaspor,BB Bodrumspor,3–2,Alper Akarsu
2024-11-09,Hatayspor,Gaziantep FK,3–1,Cihan Aydın
2024-11-09,Adana Demirspor,Eyüpspor,0–1,Direnç Tonusluoğlu
2024-11-09,Rizespor,Trabzonspor,3–1,Zorbay Küçük
2024-11-10,Göztepe,Konyaspor,2–0,Muhammetali Metoğlu
