Date,Home,Away,Score,Referee
2019-11-03,Kayserispor,Fenerbahçe,1–0,Arda Kardeşler
2019-11-04,Ankaragücü,Gaziantep FK,1–2,Halil Meler
2019-11-08,Fenerbahçe,Kasımpaşa,3–2,Ali Palabıyık
2019-11-09,Gençlerbirliği,Kayserispor,2–1,Ali Şansalan
2019-11-09,Sivasspor,Konyaspor,2–0,Mete Kalkavan
2019-11-09,Rizespor,Antalyaspor,1–0,Yaşar Kemal Uğurlu
2019-11-09,Gaziantep FK,Galatasaray,0–2,Cüneyt Çakιr
2019-11-10,Göztepe,Yeni Mal'spor,1–1,Arda Kardeşler
2019-11-10,Trabzonspor,Alanyaspor,1–0,Abdulkadir Bitigen
2019-11-10,Beşiktaş,Denizlispor,1–0,Özgür Yankaya
2019-11-10,Başakşehir,Ankaragücü,2–1,Zorbay Küçük
2019-11-22,Galatasaray,Başakşehir,0–1,Yaşar Kemal Uğurlu
2019-11-23,Denizlispor,Rizespor,2–0,Halil Meler
2019-11-23,Ankaragücü,Trabzonspor,0–3,Cüneyt Çakιr
2019-11-23,Konyaspor,Beşiktaş,0–1,Fırat Aydınus
2019-11-24,Kayserispor,Sivasspor,1–4,Halis Özkahya
2019-11-24,Alanyaspor,Göztepe,0–1,Volkan Bayarslan
2019-11-24,Kasımpaşa,Gençlerbirliği,1–2,Alper Ulusoy
2019-11-24,Yeni Mal'spor,Fenerbahçe,0–0,Mete Kalkavan
2019-11-25,Antalyaspor,Gaziantep FK,1–1,Hüseyin Göçek
2019-11-29,Gençlerbirliği,Yeni Mal'spor,3–3,Zorbay Küçük
2019-11-30,Sivasspor,Kasımpaşa,2–0,Cüneyt Çakιr
2019-11-30,Rizespor,Konyaspor,3–1,Halis Özkahya
2019-11-30,Alanyaspor,Ankaragücü,5–0,Alper Ulusoy
2019-11-30,Göztepe,Fenerbahçe,2–2,Abdulkadir Bitigen
2019-12-01,Gaziantep FK,Denizlispor,1–2,Atilla Karaoğlan
2019-12-01,Başakşehir,Antalyaspor,2–0,Serkan Tokat
2019-12-01,Trabzonspor,Galatasaray,1–1,Ali Palabıyık
2019-12-02,Beşiktaş,Kayserispor,4–1,Umit Öztürk
2019-12-06,Fenerbahçe,Gençlerbirliği,5–2,Ali Şansalan
2019-12-07,Yeni Mal'spor,Sivasspor,1–3,Umit Öztürk
2019-12-07,Ankaragücü,Göztepe,1–3,Mete Kalkavan
2019-12-07,Galatasaray,Alanyaspor,1–0,Halil Meler
2019-12-08,Konyaspor,Gaziantep FK,0–0,Ali Palabıyık
2019-12-08,Antalyaspor,Trabzonspor,1–3,Yaşar Kemal Uğurlu
2019-12-08,Denizlispor,Başakşehir,1–1,Alper Ulusoy
2019-12-08,Kasımpaşa,Beşiktaş,2–3,Arda Kardeşler
2019-12-09,Kayserispor,Rizespor,1–0,Fırat Aydınus
2019-12-13,Alanyaspor,Antalyaspor,0–0,Zorbay Küçük
2019-12-14,Rizespor,Kasımpaşa,0–3,Umit Öztürk
2019-12-14,Gençlerbirliği,Göztepe,3–1,Cüneyt Çakιr
2019-12-14,Galatasaray,Ankaragücü,2–2,Ali Şansalan
2019-12-15,Gaziantep FK,Kayserispor,3–0,Özgür Yankaya
2019-12-15,Sivasspor,Fenerbahçe,3–1,Ali Palabıyık
2019-12-15,Beşiktaş,Yeni Mal'spor,0–2,Yaşar Kemal Uğurlu
2019-12-16,Başakşehir,Konyaspor,1–1,Hüseyin Göçek
2019-12-16,Trabzonspor,Denizlispor,1–2,Halis Özkahya
2019-12-20,Antalyaspor,Ankaragücü,2–2,Fırat Aydınus
2019-12-21,Yeni Mal'spor,Rizespor,0–2,Ali Palabıyık
2019-12-21,Kasımpaşa,Gaziantep FK,3–4,Abdulkadir Bitigen
2019-12-21,Göztepe,Galatasaray,2–1,Serkan Tokat
2019-12-22,Gençlerbirliği,Sivasspor,2–2,Halis Özkahya
2019-12-22,Kayserispor,Başakşehir,1–4,Ali Şansalan
2019-12-22,Fenerbahçe,Beşiktaş,3–1,Cüneyt Çakιr
2019-12-23,Denizlispor,Alanyaspor,1–5,Hüseyin Göçek
2019-12-23,Konyaspor,Trabzonspor,0–1,Halil Meler
2019-12-27,Beşiktaş,Gençlerbirliği,4–1,Fırat Aydınus
2019-12-28,Ankaragücü,Denizlispor,2–2,Arda Kardeşler
2019-12-28,Başakşehir,Kasımpaşa,5–1,Atilla Karaoğlan
2019-12-28,Trabzonspor,Kayserispor,6–2,Hüseyin Göçek
2019-12-28,Galatasaray,Antalyaspor,5–0,Abdulkadir Bitigen
2019-12-29,Sivasspor,Göztepe,1–0,Yaşar Kemal Uğurlu
2019-12-29,Alanyaspor,Konyaspor,2–1,Umit Öztürk
2019-12-29,Gaziantep FK,Yeni Mal'spor,1–1,Bahattin Şimşek
2019-12-29,Rizespor,Fenerbahçe,1–2,Halil Meler
2020-01-17,Ankaragücü,Konyaspor,0–1,Alper Ulusoy
2020-01-18,Alanyaspor,Kayserispor,5–1,Ali Palabıyık
2020-01-18,Başakşehir,Yeni Mal'spor,4–1,Serkan Tokat
2020-01-18,Gaziantep FK,Fenerbahçe,0–2,Hüseyin Göçek
2020-01-19,Antalyaspor,Göztepe,0–3,Atilla Karaoğlan
2020-01-19,Trabzonspor,Kasımpaşa,6–0,Zorbay Küçük
2020-01-19,Galatasaray,Denizlispor,2–1,Yaşar Kemal Uğurlu
2020-01-19,Beşiktaş,Sivasspor,1–2,Ali Şansalan
2020-01-20,Rizespor,Gençlerbirliği,2–0,Arda Kardeşler
2020-01-24,Gençlerbirliği,Gaziantep FK,1–0,Mete Kalkavan
2020-01-25,Kayserispor,Ankaragücü,1–1,Cüneyt Çakιr
2020-01-25,Kasımpaşa,Alanyaspor,1–2,Özgür Yankaya
2020-01-25,Fenerbahçe,Başakşehir,2–0,Fırat Aydınus
2020-01-26,Denizlispor,Antalyaspor,0–3,Halil Meler
2020-01-26,Göztepe,Beşiktaş,2–1,Hüseyin Göçek
2020-01-26,Konyaspor,Galatasaray,0–3,Koray Gençerler
2020-01-27,Sivasspor,Rizespor,1–1,Abdulkadir Bitigen
2020-01-31,Başakşehir,Gençlerbirliği,3–1,Alper Ulusoy
2020-02-01,Antalyaspor,Konyaspor,0–0,Halis Özkahya
2020-02-01,Rizespor,Beşiktaş,1–2,Umit Öztürk
2020-02-01,Trabzonspor,Fenerbahçe,2–1,Ali Palabıyık
2020-02-02,Ankaragücü,Kasımpaşa,1–1,Halil Meler
2020-02-02,Gaziantep FK,Sivasspor,5–1,Arda Kardeşler
2020-02-02,Alanyaspor,Yeni Mal'spor,2–1,Mete Kalkavan
2020-02-02,Galatasaray,Kayserispor,4–1,Zorbay Küçük
2020-02-03,Denizlispor,Göztepe,1–1,Mustafa Ogretmenoglu
2020-02-07,Yeni Mal'spor,Ankaragücü,0–1,Fırat Aydınus
2020-02-08,Konyaspor,Denizlispor,0–0,Volkan Bayarslan
2020-02-08,Beşiktaş,Gaziantep FK,3–0,Alper Ulusoy
2020-02-08,Gençlerbirliği,Trabzonspor,0–2,Hüseyin Göçek
2020-02-08,Fenerbahçe,Alanyaspor,1–1,Umit Öztürk
2020-02-09,Kayserispor,Antalyaspor,2–2,Koray Gençerler
2020-02-09,Sivasspor,Başakşehir,1–1,Halis Özkahya
2020-02-09,Kasımpaşa,Galatasaray,0–3,Mete Kalkavan
2020-02-14,Başakşehir,Beşiktaş,1–0,Abdulkadir Bitigen
2020-02-15,Denizlispor,Kayserispor,0–1,Özgür Yankaya
2020-02-15,Konyaspor,Göztepe,1–3,Ali Şansalan
2020-02-15,Ankaragücü,Fenerbahçe,2–1,Mete Kalkavan
2020-02-16,Alanyaspor,Gençlerbirliği,0–1,Atilla Karaoğlan
2020-02-16,Trabzonspor,Sivasspor,2–1,Cüneyt Çakιr
2020-02-16,Galatasaray,Yeni Mal'spor,1–0,Alper Ulusoy
2020-02-17,Antalyaspor,Kasımpaşa,3–1,Arda Kardeşler
2020-02-17,Gaziantep FK,Rizespor,2–0,Ali Palabıyık
2020-02-21,Sivasspor,Alanyaspor,1–0,Zorbay Küçük
2020-02-22,Kayserispor,Konyaspor,2–2,Arda Kardeşler
2020-02-22,Göztepe,Gaziantep FK,1–1,Suat Arslanboga
2020-02-22,Beşiktaş,Trabzonspor,2–2,Fırat Aydınus
2020-02-23,Yeni Mal'spor,Antalyaspor,1–2,Yaşar Kemal Uğurlu
2020-02-23,Gençlerbirliği,Ankaragücü,1–0,Ali Şansalan
2020-02-23,Fenerbahçe,Galatasaray,1–3,Halil Meler
2020-02-24,Rizespor,Başakşehir,1–2,Cüneyt Çakιr
2020-02-24,Kasımpaşa,Denizlispor,2–0,Atilla Karaoğlan
2020-02-28,Alanyaspor,Beşiktaş,1–2,Halis Özkahya
2020-02-29,Konyaspor,Kasımpaşa,0–0,Ali Palabıyık
2020-02-29,Trabzonspor,Rizespor,5–2,Abdulkadir Bitigen
2020-02-29,Antalyaspor,Fenerbahçe,2–2,Ali Şansalan
2020-03-01,Denizlispor,Yeni Mal'spor,2–0,Koray Gençerler
2020-03-01,Ankaragücü,Sivasspor,0–3,Umit Öztürk
2020-03-01,Galatasaray,Gençlerbirliği,3–0,Arda Kardeşler
2020-03-02,Başakşehir,Gaziantep FK,3–1,Zorbay Küçük
2020-03-02,Kayserispor,Göztepe,1–0,Mete Kalkavan
2020-03-06,Beşiktaş,Ankaragücü,2–1,Arda Kardeşler
2020-03-07,Yeni Mal'spor,Konyaspor,1–1,Cüneyt Çakιr
2020-03-07,Göztepe,Başakşehir,0–3,Ali Palabıyık
2020-03-07,Gaziantep FK,Trabzonspor,1–1,Halis Özkahya
2020-03-07,Fenerbahçe,Denizlispor,2–2,Zorbay Küçük
2020-03-08,Kasımpaşa,Kayserispor,5–1,Hüseyin Göçek
2020-03-08,Rizespor,Alanyaspor,1–1,Ali Şansalan
2020-03-08,Sivasspor,Galatasaray,2–2,Mete Kalkavan
2020-03-09,Gençlerbirliği,Antalyaspor,1–1,Halil Meler
2020-03-11,Yeni Mal'spor,Trabzonspor,1–3,Ali Palabıyık
2020-03-13,Kasımpaşa,Göztepe,2–0,Yaşar Kemal Uğurlu
2020-03-13,Ankaragücü,Rizespor,2–1,Halil Meler
2020-03-14,Denizlispor,Gençlerbirliği,1–0,Cüneyt Çakιr
2020-03-14,Alanyaspor,Gaziantep FK,1–0,Atilla Karaoğlan
2020-03-14,Konyaspor,Fenerbahçe,1–0,Hüseyin Göçek
2020-03-15,Kayserispor,Yeni Mal'spor,2–1,Ali Şansalan
2020-03-15,Trabzonspor,Başakşehir,1–1,Fırat Aydınus
2020-03-15,Galatasaray,Beşiktaş,0–0,Abdulkadir Bitigen
2020-03-16,Antalyaspor,Sivasspor,1–0,Özgür Yankaya
2020-03-17,Göztepe,Rizespor,2–0,Mustafa Ogretmenoglu
2020-06-12,Göztepe,Trabzonspor,1–3,Zorbay Küçük
2020-06-12,Fenerbahçe,Kayserispor,2–1,Atilla Karaoğlan
2020-06-13,Başakşehir,Alanyaspor,2–0,Ali Şansalan
2020-06-13,Beşiktaş,Antalyaspor,1–2,Umit Öztürk
2020-06-13,Yeni Mal'spor,Kasımpaşa,1–2,Halil Meler
2020-06-14,Gençlerbirliği,Konyaspor,2–1,Alper Ulusoy
2020-06-14,Rizespor,Galatasaray,2–0,Yaşar Kemal Uğurlu
2020-06-14,Gaziantep FK,Ankaragücü,1–1,Mete Kalkavan
2020-06-15,Sivasspor,Denizlispor,1–0,Abdulkadir Bitigen
2020-06-19,Ankaragücü,Başakşehir,1–2,Hüseyin Göçek
2020-06-20,Kayserispor,Gençlerbirliği,2–0,Umit Öztürk
2020-06-20,Yeni Mal'spor,Göztepe,2–1,Özgür Yankaya
2020-06-20,Denizlispor,Beşiktaş,1–5,Mete Kalkavan
2020-06-21,Kasımpaşa,Fenerbahçe,2–0,Fırat Aydınus
2020-06-21,Galatasaray,Gaziantep FK,3–3,Alper Ulusoy
2020-06-21,Konyaspor,Sivasspor,2–2,Halil Meler
2020-06-22,Antalyaspor,Rizespor,3–1,Suat Arslanboga
2020-06-22,Alanyaspor,Trabzonspor,2–2,Atilla Karaoğlan
2020-06-26,Beşiktaş,Konyaspor,3–0,Zorbay Küçük
2020-06-27,Fenerbahçe,Yeni Mal'spor,3–2,Ali Şansalan
2020-06-27,Göztepe,Alanyaspor,3–3,Yaşar Kemal Uğurlu
2020-06-27,Trabzonspor,Ankaragücü,1–1,Abdulkadir Bitigen
2020-06-28,Sivasspor,Kayserispor,0–2,Mete Kalkavan
2020-06-28,Rizespor,Denizlispor,2–2,Cüneyt Çakιr
2020-06-28,Başakşehir,Galatasaray,1–1,Ali Palabıyık
2020-06-28,Gaziantep FK,Antalyaspor,1–1,Serkan Tokat
2020-06-29,Gençlerbirliği,Kasımpaşa,0–2,Halis Özkahya
2020-07-03,Denizlispor,Gaziantep FK,0–1,Özgür Yankaya
2020-07-04,Ankaragücü,Alanyaspor,1–4,Halil Meler
2020-07-04,Yeni Mal'spor,Gençlerbirliği,0–0,Abdulkadir Bitigen
2020-07-04,Fenerbahçe,Göztepe,2–1,Bahattin Şimşek
2020-07-04,Antalyaspor,Başakşehir,0–2,Yaşar Kemal Uğurlu
2020-07-05,Kasımpaşa,Sivasspor,0–0,Atilla Karaoğlan
2020-07-05,Galatasaray,Trabzonspor,1–3,Cüneyt Çakιr
2020-07-05,Konyaspor,Rizespor,1–0,Fırat Aydınus
2020-07-06,Kayserispor,Beşiktaş,3–1,Arda Kardeşler
2020-07-07,Gençlerbirliği,Fenerbahçe,1–1,Alper Ulusoy
2020-07-07,Başakşehir,Denizlispor,2–0,Abdulkadir Bitigen
2020-07-08,Trabzonspor,Antalyaspor,2–2,Halil Meler
2020-07-08,Sivasspor,Yeni Mal'spor,0–1,Yaşar Kemal Uğurlu
2020-07-08,Göztepe,Ankaragücü,2–2,Fırat Aydınus
2020-07-08,Alanyaspor,Galatasaray,4–1,Mete Kalkavan
2020-07-09,Rizespor,Kayserispor,3–2,Ali Palabıyık
2020-07-09,Beşiktaş,Kasımpaşa,3–2,Ali Şansalan
2020-07-09,Gaziantep FK,Konyaspor,3–1,Hüseyin Göçek
2020-07-11,Göztepe,Gençlerbirliği,1–3,Mete Kalkavan
2020-07-12,Ankaragücü,Galatasaray,1–0,Atilla Karaoğlan
2020-07-12,Antalyaspor,Alanyaspor,1–0,Halis Özkahya
2020-07-12,Fenerbahçe,Sivasspor,1–2,Ali Palabıyık
2020-07-13,Kayserispor,Gaziantep FK,1–1,Halil Meler
2020-07-13,Kasımpaşa,Rizespor,2–0,Arda Kardeşler
2020-07-13,Denizlispor,Trabzonspor,2–1,Yaşar Kemal Uğurlu
2020-07-13,Konyaspor,Başakşehir,4–3,Cüneyt Çakιr
2020-07-13,Yeni Mal'spor,Beşiktaş,0–1,Fırat Aydınus
2020-07-18,Gaziantep FK,Kasımpaşa,2–2,Volkan Bayarslan
2020-07-18,Galatasaray,Göztepe,3–1,Koray Gençerler
2020-07-19,Alanyaspor,Denizlispor,1–0,Fırat Aydınus
2020-07-19,Rizespor,Yeni Mal'spor,3–0,Yaşar Kemal Uğurlu
2020-07-19,Ankaragücü,Antalyaspor,0–1,Cüneyt Çakιr
2020-07-19,Sivasspor,Gençlerbirliği,2–0,Umit Öztürk
2020-07-19,Başakşehir,Kayserispor,1–0,Ali Şansalan
2020-07-19,Trabzonspor,Konyaspor,3–4,Atilla Karaoğlan
2020-07-19,Beşiktaş,Fenerbahçe,2–0,Halil Meler
2020-07-24,Antalyaspor,Galatasaray,2–2,Suat Arslanboga
2020-07-25,Fenerbahçe,Rizespor,3–1,Halis Özkahya
2020-07-25,Yeni Mal'spor,Gaziantep FK,0–1,Arda Kardeşler
2020-07-25,Kayserispor,Trabzonspor,1–2,Cüneyt Çakιr
2020-07-25,Denizlispor,Ankaragücü,0–1,Alper Ulusoy
2020-07-25,Gençlerbirliği,Beşiktaş,0–3,Bahattin Şimşek
2020-07-25,Göztepe,Sivasspor,3–1,Ali Şansalan
2020-07-25,Konyaspor,Alanyaspor,2–3,Serkan Tokat
2020-07-26,Kasımpaşa,Başakşehir,3–2,Fırat Aydınus
2020-09-11,Rizespor,Fenerbahçe,1–2,Arda Kardeşler
2020-09-12,Fatih Karagümrük,Yeni Mal'spor,3–0,Abdulkadir Bitigen
2020-09-12,Sivasspor,Alanyaspor,0–2,Ali Palabıyık
2020-09-12,Göztepe,Denizlispor,5–1,Tugay Kaan Numanoğlu
2020-09-12,Galatasaray,Gaziantep FK,3–1,Bahattin Şimşek
2020-09-13,Kayserispor,Kasımpaşa,1–0,Yaşar Kemal Uğurlu
2020-09-13,Ankaragücü,Erzurum BB,1–2,Burak Şeker
2020-09-13,Antalyaspor,Gençlerbirliği,2–0,Yasin Kol
2020-09-13,Trabzonspor,Beşiktaş,1–3,Ali Şansalan
2020-09-14,Hatayspor,Başakşehir,2–0,Mete Kalkavan
2020-09-18,Yeni Mal'spor,Göztepe,1–1,Cüneyt Çakιr
2020-09-19,Gençlerbirliği,Konyaspor,0–0,Mustafa Öğretmenoğlu
2020-09-19,Denizlispor,Trabzonspor,0–0,Volkan Bayarslan
2020-09-19,Beşiktaş,Antalyaspor,1–1,Halil Meler
2020-09-19,Alanyaspor,Kayserispor,2–0,Erkan Özdamar
2020-09-20,Erzurum BB,Sivasspor,1–2,Serkan Tokat
2020-09-20,Kasımpaşa,Rizespor,2–0,Suat Arslanboga
2020-09-20,Gaziantep FK,Fatih Karagümrük,2–2,Alper Ulusoy
2020-09-20,Başakşehir,Galatasaray,0–2,Atilla Karaoğlan
2020-09-21,Fenerbahçe,Hatayspor,0–0,Umit Öztürk
2020-09-25,Fatih Karagümrük,Başakşehir,2–0,Ali Şansalan
2020-09-26,Kayserispor,Erzurum BB,1–3,Tugay Kaan Numanoğlu
2020-09-26,Göztepe,Gaziantep FK,2–2,Yasin Kol
2020-09-26,Hatayspor,Kasımpaşa,1–0,Hüseyin Göçek
2020-09-26,Trabzonspor,Yeni Mal'spor,3–1,Özgür Yankaya
2020-09-27,Rizespor,Alanyaspor,1–1,Fırat Aydınus
2020-09-27,Sivasspor,Ankaragücü,0–0,Arda Kardeşler
2020-09-27,Konyaspor,Beşiktaş,4–1,Abdulkadir Bitigen
2020-09-27,Galatasaray,Fenerbahçe,0–0,Ali Palabıyık
2020-09-28,Antalyaspor,Denizlispor,1–0,Halis Özkahya
2020-10-02,Gaziantep FK,Trabzonspor,1–1,Fırat Aydınus
2020-10-02,Ankaragücü,Kayserispor,0–1,Bahattin Şimşek
2020-10-03,Yeni Mal'spor,Antalyaspor,1–0,Alper Ulusoy
2020-10-03,Başakşehir,Göztepe,0–0,Özgür Yankaya
2020-10-03,Erzurum BB,Rizespor,0–0,Umit Öztürk
2020-10-03,Fenerbahçe,Fatih Karagümrük,2–1,Yaşar Kemal Uğurlu
2020-10-04,Denizlispor,Konyaspor,0–0,Hüseyin Göçek
2020-10-04,Beşiktaş,Gençlerbirliği,0–1,Mete Kalkavan
2020-10-04,Alanyaspor,Hatayspor,6–0,Atilla Karaoğlan
2020-10-04,Kasımpaşa,Galatasaray,1–0,Cüneyt Çakιr
2020-10-17,Rizespor,Ankaragücü,5–3,Abdulkadir Bitigen
2020-10-17,Konyaspor,Yeni Mal'spor,1–1,Turgut Doman
2020-10-17,Kayserispor,Sivasspor,1–3,Halil Umut Meler
2020-10-17,Trabzonspor,Başakşehir,0–2,Bahattin Şimşek
2020-10-18,Fatih Karagümrük,Kasımpaşa,1–1,Erkan Özdamar
2020-10-18,Antalyaspor,Gaziantep FK,1–1,Koray Gençerler
2020-10-18,Göztepe,Fenerbahçe,2–3,Atilla Karaoğlan
2020-10-19,Galatasaray,Alanyaspor,1–2,Tugay Kaan Numanoğlu
2020-10-19,Gençlerbirliği,Denizlispor,1–2,Mert Güzenge
2020-10-23,Kasımpaşa,Göztepe,0–0,Burak Şeker
2020-10-24,Gaziantep FK,Konyaspor,1–0,Özgür Yankaya
2020-10-24,Erzurum BB,Galatasaray,1–2,Arda Kardeşler
2020-10-24,Başakşehir,Antalyaspor,5–1,Ali Palabıyık
2020-10-25,Yeni Mal'spor,Gençlerbirliği,2–1,Halis Özkahya
2020-10-25,Alanyaspor,Fatih Karagümrük,2–0,Mete Kalkavan
2020-10-25,Fenerbahçe,Trabzonspor,3–1,Cüneyt Çakιr
2020-10-26,Sivasspor,Rizespor,0–2,Yaşar Kemal Uğurlu
2020-10-26,Denizlispor,Beşiktaş,2–3,Alper Ulusoy
2020-10-30,Fatih Karagümrük,Erzurum BB,5–1,Fırat Aydınus
2020-10-30,Trabzonspor,Kasımpaşa,3–4,Tugay Kaan Numanoğlu
2020-10-31,Gençlerbirliği,Gaziantep FK,1–1,Turgut Doman
2020-10-31,Galatasaray,Ankaragücü,1–0,Ali Şansalan
2020-11-01,Rizespor,Kayserispor,1–0,Koray Gençerler
2020-11-01,Konyaspor,Başakşehir,1–2,Halil Umut Meler
2020-11-01,Beşiktaş,Yeni Mal'spor,1–0,Atilla Karaoğlan
2020-11-02,Hatayspor,Sivasspor,1–1,Yasin Kol
2020-11-02,Antalyaspor,Fenerbahçe,1–2,Bahattin Şimşek
2020-11-06,Gaziantep FK,Beşiktaş,3–1,Yaşar Kemal Uğurlu
2020-11-07,Kasımpaşa,Antalyaspor,2–2,Serkan Tokat
2020-11-07,Erzurum BB,Göztepe,1–1,Cüneyt Çakιr
2020-11-07,Alanyaspor,Trabzonspor,1–1,Ali Palabıyık
2020-11-07,Fenerbahçe,Konyaspor,0–2,Ali Şansalan
2020-11-08,Yeni Mal'spor,Denizlispor,2–0,Mete Kalkavan
2020-11-08,Ankaragücü,Fatih Karagümrük,2–2,Suat Arslanboga
2020-11-08,Kayserispor,Hatayspor,0–1,Volkan Bayarslan
2020-11-08,Başakşehir,Gençlerbirliği,2–1,Mustafa Öğretmenoğlu
2020-11-08,Sivasspor,Galatasaray,1–2,Abdulkadir Bitigen
2020-11-21,Fatih Karagümrük,Sivasspor,1–1,Hüseyin Göçek
2020-11-21,Denizlispor,Gaziantep FK,0–1,Atilla Karaoğlan
2020-11-21,Gençlerbirliği,Fenerbahçe,1–5,Halil Umut Meler
2020-11-21,Beşiktaş,Başakşehir,3–2,Umit Öztürk
2020-11-22,Hatayspor,Rizespor,2–2,Halis Özkahya
2020-11-22,Konyaspor,Kasımpaşa,2–1,Yasin Kol
2020-11-22,Göztepe,Ankaragücü,3–1,Fırat Aydınus
2020-11-22,Antalyaspor,Alanyaspor,0–2,Özgür Yankaya
2020-11-22,Trabzonspor,Erzurum BB,1–0,Erkan Özdamar
2020-11-23,Galatasaray,Kayserispor,1–1,Turgut Doman
2020-11-27,Ankaragücü,Trabzonspor,0–1,Mustafa Öğretmenoğlu
2020-11-28,Gaziantep FK,Yeni Mal'spor,2–2,Ali Palabıyık
2020-11-28,Başakşehir,Denizlispor,3–3,Arda Kardeşler
2020-11-28,Rizespor,Galatasaray,0–4,Atilla Karaoğlan
2020-11-29,Erzurum BB,Antalyaspor,2–2,Ali Şansalan
2020-11-29,Kasımpaşa,Gençlerbirliği,2–0,Mete Kalkavan
2020-11-29,Alanyaspor,Konyaspor,1–0,Bahattin Şimşek
2020-11-29,Fenerbahçe,Beşiktaş,3–4,Tugay Kaan Numanoğlu
2020-11-30,Kayserispor,Fatih Karagümrük,0–0,Alper Ulusoy
2020-11-30,Sivasspor,Göztepe,0–1,Serkan Tokat
2020-12-04,Beşiktaş,Kasımpaşa,3–0,Bahattin Şimşek
2020-12-05,Gençlerbirliği,Alanyaspor,2–1,Fırat Aydınus
2020-12-05,Göztepe,Kayserispor,1–1,Yaşar Kemal Uğurlu
2020-12-05,Yeni Mal'spor,Başakşehir,1–1,Cüneyt Çakιr
2020-12-05,Konyaspor,Erzurum BB,2–0,Halis Özkahya
2020-12-05,Galatasaray,Hatayspor,3–0,Erkan Özdamar
2020-12-06,Fatih Karagümrük,Rizespor,2–1,Umit Öztürk
2020-12-06,Antalyaspor,Ankaragücü,1–0,Halil Umut Meler
2020-12-06,Denizlispor,Fenerbahçe,0–2,Ali Palabıyık
2020-12-07,Trabzonspor,Sivasspor,1–1,Suat Arslanboga
2020-12-09,Göztepe,Alanyaspor,1–0,Ali Şansalan
2020-12-09,Hatayspor,Erzurum BB,3–0,Sarper Baris Saka
2020-12-11,Kasımpaşa,Denizlispor,3–2,Ramazan Keleş
2020-12-12,Hatayspor,Fatih Karagümrük,3–1,Tugay Kaan Numanoğlu
2020-12-12,Rizespor,Göztepe,3–2,Özgür Yankaya
2020-12-12,Kayserispor,Trabzonspor,0–0,Burak Şeker
2020-12-12,Fenerbahçe,Yeni Mal'spor,0–3,Erkan Özdamar
2020-12-12,Ankaragücü,Konyaspor,4–3,Mete Kalkavan
2020-12-13,Erzurum BB,Gençlerbirliği,0–1,Alper Ulusoy
2020-12-13,Başakşehir,Gaziantep FK,1–2,Abdulkadir Bitigen
2020-12-13,Alanyaspor,Beşiktaş,2–1,Atilla Karaoğlan
2020-12-14,Sivasspor,Antalyaspor,0–0,Halis Özkahya
2020-12-15,Ankaragücü,Hatayspor,2–0,Hüseyin Göçek
2020-12-18,Fatih Karagümrük,Galatasaray,2–1,Mustafa Öğretmenoğlu
2020-12-19,Göztepe,Hatayspor,0–1,Volkan Bayarslan
2020-12-19,Yeni Mal'spor,Kasımpaşa,2–0,Arda Kardeşler
2020-12-19,Trabzonspor,Rizespor,2–1,Ali Şansalan
2020-12-19,Gaziantep FK,Fenerbahçe,3–1,Cüneyt Çakιr
2020-12-20,Gençlerbirliği,Ankaragücü,1–1,Yaşar Kemal Uğurlu
2020-12-20,Denizlispor,Alanyaspor,1–0,Suat Arslanboga
2020-12-20,Beşiktaş,Erzurum BB,4–0,Halil Umut Meler
2020-12-21,Konyaspor,Sivasspor,0–1,Fırat Aydınus
2020-12-21,Antalyaspor,Kayserispor,2–0,Umit Öztürk
2020-12-22,Hatayspor,Trabzonspor,0–1,Abdulkadir Bitigen
2020-12-22,Galatasaray,Göztepe,3–1,Mete Kalkavan
2020-12-23,Alanyaspor,Yeni Mal'spor,1–1,Alper Ulusoy
2020-12-23,Erzurum BB,Denizlispor,1–2,Hüseyin Göçek
2020-12-23,Kasımpaşa,Gaziantep FK,0–4,Koray Gençerler
2020-12-23,Fenerbahçe,Başakşehir,4–1,Bahattin Şimşek
2020-12-24,Kayserispor,Konyaspor,1–2,Ali Palabıyık
2020-12-24,Sivasspor,Gençlerbirliği,3–1,Tugay Kaan Numanoğlu
2020-12-24,Rizespor,Antalyaspor,2–1,Erkan Özdamar
2020-12-24,Ankaragücü,Beşiktaş,0–1,Halis Özkahya
2020-12-26,Göztepe,Fatih Karagümrük,1–1,Sarper Baris Saka
2020-12-26,Trabzonspor,Galatasaray,0–2,Halil Umut Meler
2020-12-27,Gaziantep FK,Alanyaspor,3–1,Yaşar Kemal Uğurlu
2020-12-27,Yeni Mal'spor,Erzurum BB,1–3,Mustafa Öğretmenoğlu
2020-12-27,Denizlispor,Ankaragücü,1–2,Özgür Yankaya
2020-12-27,Başakşehir,Kasımpaşa,2–2,Fırat Aydınus
2020-12-28,Konyaspor,Rizespor,1–1,Burak Şeker
2020-12-28,Gençlerbirliği,Kayserispor,3–2,Cüneyt Çakιr
2020-12-28,Beşiktaş,Sivasspor,3–0,Arda Kardeşler
2020-12-29,Antalyaspor,Hatayspor,0–6,Ramazan Keleş
2021-01-02,Erzurum BB,Gaziantep FK,1–1,Tugay Kaan Numanoğlu
2021-01-02,Sivasspor,Denizlispor,2–2,Erkan Özdamar
2021-01-02,Alanyaspor,Başakşehir,3–0,Mete Kalkavan
2021-01-02,Ankaragücü,Yeni Mal'spor,3–1,Volkan Bayarslan
