STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,coicop,Classification of individual consumption by purpose (COICOP),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2016-06,,116.58,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2016-07,,116.10,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2016-08,,116.51,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2016-09,,116.23,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2016-10,,116.28,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2016-11,,116.28,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2016-12,,116.69,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2017-01,,116.31,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2017-02,,116.50,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2017-03,,117.35,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2017-04,,117.47,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2017-05,,117.49,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2017-06,,117.48,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2017-07,,117.00,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2017-08,,117.66,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2017-09,,117.48,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2017-10,,117.61,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2017-11,,117.73,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2017-12,,118.15,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2018-01,,118.03,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2018-02,,118.03,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2018-03,,119.38,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2018-04,,119.61,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2018-05,,120.18,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2018-06,,120.20,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2018-07,,120.05,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2018-08,,120.68,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2018-09,,120.41,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2018-10,,120.55,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2018-11,,120.27,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2018-12,,120.39,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2019-01,,119.72,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2019-02,,119.86,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2019-03,,120.91,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2019-04,,121.35,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2019-05,,121.50,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2019-06,,121.84,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2019-07,,121.56,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2019-08,,122.21,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2019-09,,121.75,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2019-10,,121.66,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2019-11,,121.74,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2019-12,,122.34,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2020-01,,121.71,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2020-02,,121.74,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2020-03,,121.83,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2020-04,,121.80,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2020-05,,121.99,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2020-06,,122.10,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2020-07,,122.60,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2020-08,,122.47,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2020-09,,121.78,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2020-10,,121.75,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2020-11,,122.01,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2020-12,,122.30,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2021-01,,122.63,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2021-02,,122.66,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2021-03,,123.52,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2021-04,,123.76,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2021-05,,124.19,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2021-06,,124.40,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2021-07,,124.49,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2021-08,,125.35,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2021-09,,125.09,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2021-10,,125.64,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2021-11,,126.16,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2021-12,,126.45,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2022-01,,126.65,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2022-02,,127.79,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2022-03,,129.83,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2022-04,,130.43,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2022-05,,131.42,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2022-06,,132.53,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2022-07,,132.93,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2022-08,,133.56,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2022-09,,132.89,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2022-10,,134.53,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2022-11,,135.10,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2022-12,,134.97,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2023-01,,135.56,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2023-02,,137.10,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2023-03,,138.50,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2023-04,,139.42,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2023-05,,139.32,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2023-06,,139.61,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2023-07,,139.67,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2023-08,,141.21,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2023-09,,140.40,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2023-10,,140.65,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2023-11,,140.31,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2023-12,,140.50,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2024-01,,140.17,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2024-02,,141.50,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2024-03,,141.84,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2024-04,,142.73,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2024-05,,142.93,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2024-06,,143.15,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2024-07,,143.44,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2024-08,,144.30,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2024-09,,142.42,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2024-10,,142.87,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2024-11,,142.67,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2024-12,,142.96,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2025-01,,142.74,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2025-02,,142.81,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2025-03,,143.10,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2025-04,,144.04,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2025-05,,143.77,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2025-06,,144.38,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2025-07,,144.80,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2025-08,,145.48,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2025-09,,143.95,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,FR,France,2025-10,,144.08,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,IT,Italy,2015-01,,117.0,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,IT,Italy,2015-02,,117.3,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,IT,Italy,2015-03,,119.8,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,IT,Italy,2015-04,,120.3,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,IT,Italy,2015-05,,120.5,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,IT,Italy,2015-06,,120.7,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,IT,Italy,2015-07,,118.3,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,IT,Italy,2015-08,,118.2,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,IT,Italy,2015-09,,120.1,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,IT,Italy,2015-10,,120.7,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,IT,Italy,2015-11,,120.2,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,IT,Italy,2015-12,,120.1,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,IT,Italy,2016-01,,117.5,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,IT,Italy,2016-02,,117.0,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,IT,Italy,2016-03,,119.5,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,IT,Italy,2016-04,,119.8,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,IT,Italy,2016-05,,120.1,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,IT,Italy,2016-06,,120.3,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,IT,Italy,2016-07,,118.2,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,IT,Italy,2016-08,,118.0,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,IT,Italy,2016-09,,120.3,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,IT,Italy,2016-10,,120.5,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,IT,Italy,2016-11,,120.3,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,IT,Italy,2016-12,,120.8,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,IT,Italy,2017-01,,118.7,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,IT,Italy,2017-02,,118.9,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,IT,Italy,2017-03,,121.2,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,IT,Italy,2017-04,,122.1,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,IT,Italy,2017-05,,122.0,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,IT,Italy,2017-06,,121.9,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,IT,Italy,2017-07,,119.5,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,IT,Italy,2017-08,,119.6,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,IT,Italy,2017-09,,121.8,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,IT,Italy,2017-10,,121.8,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,IT,Italy,2017-11,,121.6,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,IT,Italy,2017-12,,122.0,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,IT,Italy,2018-01,,120.1,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,IT,Italy,2018-02,,119.6,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I05,"Index, 2005=100",CP00,All-items HICP,IT,Italy,2018-03,,122.3,,,,,
